Id,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,remodel,pud,TotalPorchSF,NeighborhoodCode
714,0,9873,0,0,0,0,0,8,6,0,1,1,4,5,1970,1970,0,0,3,3,0,160.0,1,0,1,1,0,3,1,789,0,0,171,960,1,2,1,0,960,0,0,960,1,0,1,0,3,1,1,6,0,0,0,1,16,1,2,576,0,0,0,0,288,0,0,0,0,0,5,2006,0,0,7.721393503370862,0,0,288,1
715,0,13517,0,1,0,3,0,9,4,0,0,0,6,8,1976,2005,0,0,3,4,0,289.0,0,0,1,1,0,0,0,533,0,0,192,725,0,0,0,0,725,754,0,1479,0,0,2,1,3,1,0,6,0,0,0,0,1,0,2,475,0,0,0,0,44,0,0,0,0,0,3,2010,0,0,7.726038136291931,1,0,44,1
716,0,10140,0,0,0,0,0,6,0,0,0,1,6,5,1974,1974,1,0,3,3,0,174.0,1,0,1,0,0,0,2,0,0,0,1064,1064,0,2,0,0,1350,0,0,1350,0,0,2,0,3,1,1,7,0,1,1,0,48,0,2,478,0,0,0,0,0,0,0,0,0,0,8,2009,0,0,7.819386236691429,0,0,0,2
717,1,10800,0,0,1,0,0,7,0,0,0,0,7,8,1890,1998,0,0,2,0,1,0.0,1,1,2,1,0,0,2,0,0,0,718,718,0,0,0,0,1576,978,0,2554,0,0,1,1,3,1,1,8,0,0,0,1,72,1,2,704,0,0,2,0,48,143,0,0,0,0,7,2007,0,0,7.805999723911168,1,0,191,1
718,0,10000,0,0,0,0,0,6,0,0,0,1,5,6,1973,2000,0,0,3,3,1,0.0,1,0,1,0,0,0,4,1084,0,0,92,1176,0,1,0,0,1178,0,0,1178,0,1,1,1,3,1,0,5,0,1,3,0,7,1,2,439,0,0,0,224,0,0,0,0,0,0,11,2008,0,0,7.799749594413466,1,0,0,2
719,0,10542,0,0,0,0,0,3,0,0,0,0,7,5,1993,1994,1,0,2,11,0,651.0,0,0,0,0,0,1,0,1173,0,0,138,1311,0,0,0,0,1325,1093,0,2418,1,0,2,1,3,1,0,9,0,1,1,0,5,0,3,983,0,0,0,250,154,216,0,0,0,0,8,2008,0,0,8.097757242137675,1,0,370,3
720,0,9920,0,1,0,0,0,0,0,0,0,1,5,6,1969,1969,0,0,3,4,1,0.0,1,0,1,0,0,1,1,523,0,0,448,971,0,2,0,0,971,0,0,971,0,0,1,1,3,1,1,5,0,1,5,0,56,1,1,300,0,0,0,0,0,0,0,0,0,0,5,2006,0,0,7.719832349436845,0,0,0,2
721,0,6563,0,1,2,3,1,18,0,0,0,1,8,5,1985,1985,0,0,3,3,1,0.0,0,0,0,0,0,1,0,1148,0,0,594,1742,0,2,0,0,1742,0,0,1742,1,0,2,0,2,1,0,5,0,1,1,0,35,0,2,564,0,0,0,114,28,234,0,0,0,0,12,2006,0,0,8.016895225295023,0,1,262,3
722,1,4426,0,0,0,0,0,0,0,0,3,1,6,5,2004,2004,0,0,0,0,0,169.0,0,0,0,0,0,3,0,662,0,0,186,848,0,0,0,0,848,0,0,848,1,0,1,0,1,1,0,3,0,0,0,0,6,0,2,420,0,0,0,160,0,0,0,0,0,0,5,2010,0,0,7.76264107716012,0,1,0,2
723,0,8120,0,0,0,0,0,11,0,0,0,1,4,7,1970,1970,0,0,1,1,1,0.0,1,1,1,1,0,0,1,191,0,0,673,864,0,0,0,0,864,0,0,864,0,0,1,0,3,1,1,5,0,0,0,1,75,1,2,463,0,0,0,0,0,0,0,0,0,0,7,2009,0,0,7.707102438260177,0,0,0,1
724,0,8172,0,0,0,0,0,15,0,0,0,2,4,6,1954,1972,0,0,1,1,1,0.0,1,0,0,1,0,0,2,0,0,0,941,941,0,0,0,0,997,473,0,1470,0,0,2,0,4,1,1,7,0,0,0,1,18,1,1,548,0,0,0,0,0,0,0,156,0,0,5,2008,0,0,7.739634341505323,1,0,156,1
725,0,13286,0,1,0,0,0,15,0,0,0,1,9,5,2007,2008,1,0,6,6,2,340.0,2,0,0,2,0,0,0,1234,0,0,464,1698,0,0,0,0,1698,0,0,1698,1,0,2,0,3,1,2,8,0,1,2,0,22,2,3,768,0,0,0,327,64,0,0,0,0,0,2,2009,0,0,8.074004067761168,1,0,64,1
726,0,6960,0,0,0,0,0,11,0,0,0,1,4,6,1970,1970,0,0,3,4,1,0.0,1,0,1,1,0,0,1,375,1,239,250,864,0,2,0,0,864,0,0,864,0,0,1,0,3,1,0,5,0,0,0,1,44,1,2,660,0,0,0,96,0,0,0,0,0,500,11,2009,0,0,7.693924018226208,0,0,0,1
727,0,21695,0,1,0,2,0,2,0,0,0,1,6,9,1988,2007,1,0,2,4,0,260.0,0,1,1,0,0,0,0,808,0,0,72,880,0,0,0,0,1680,0,0,1680,1,0,2,0,3,1,0,5,0,1,2,0,65,2,2,540,0,0,0,292,44,0,182,0,0,0,12,2009,0,0,7.935066844770325,1,0,226,2
728,0,7314,0,0,0,0,0,0,0,0,0,1,7,5,2007,2007,0,0,0,0,2,82.0,0,0,0,0,0,3,0,724,0,0,508,1232,0,0,0,0,1232,0,0,1232,1,0,2,0,2,1,0,6,0,0,0,0,22,0,2,632,0,0,0,132,0,0,0,0,0,0,2,2009,0,0,7.883839470828162,0,0,0,2
729,0,11475,0,0,0,2,0,11,0,0,2,1,5,5,1958,1958,0,0,0,0,0,95.0,1,0,1,1,0,0,2,0,0,0,1584,1584,0,2,0,0,1776,0,0,1776,1,0,2,0,4,2,1,9,0,0,0,1,21,1,3,888,0,0,0,0,25,0,0,0,0,0,7,2009,2,1,7.656955391346221,0,0,25,1
730,1,6240,0,0,0,0,0,13,0,0,0,2,4,5,1925,1950,0,0,1,1,1,0.0,1,0,1,1,0,0,4,152,0,0,628,780,0,2,0,2,848,0,360,1208,0,0,1,0,2,1,1,5,0,0,0,1,12,1,2,539,0,0,0,0,23,112,0,0,0,0,1,2009,0,0,7.630131116240294,1,0,135,1
731,0,5389,0,1,0,0,0,18,0,0,3,1,8,5,1995,1996,0,0,6,6,1,0.0,0,0,0,0,0,0,0,1180,0,0,415,1595,0,0,0,0,1616,0,0,1616,1,0,2,0,2,1,0,5,0,1,1,0,28,0,2,608,0,0,0,237,152,0,0,0,0,0,3,2010,0,0,7.9593908856502305,1,1,152,3
732,0,9590,0,1,0,2,0,16,0,0,0,5,7,5,2003,2003,0,0,0,0,0,442.0,0,0,0,2,0,3,0,786,0,0,82,868,0,0,0,0,1146,0,0,1146,1,0,2,0,3,1,0,6,0,1,2,0,0,2,2,438,0,0,0,160,22,0,0,0,0,0,5,2007,0,0,7.8695480833168014,0,0,22,2
733,0,11404,0,1,0,0,0,0,0,0,0,0,7,5,1998,1999,0,0,0,0,0,202.0,0,0,0,0,0,3,1,252,0,0,901,1153,0,0,0,0,1153,878,0,2031,0,0,2,1,3,1,0,8,0,1,1,0,3,2,2,541,0,0,0,192,84,0,0,0,0,0,7,2008,0,0,7.935933779760931,1,0,84,2
734,0,10000,0,0,0,2,0,9,1,0,0,1,5,6,1961,1983,1,0,3,3,1,0.0,1,0,1,1,0,0,4,594,0,0,270,864,0,0,0,0,1144,0,0,1144,1,0,1,0,3,1,1,6,0,1,1,0,51,0,1,264,0,0,0,165,0,0,0,0,0,400,3,2009,0,0,7.728797388080302,1,0,0,1
735,0,8978,0,1,0,2,0,9,0,0,0,1,5,5,1968,1968,0,0,7,4,1,0.0,1,0,0,1,0,0,2,0,0,0,948,948,0,2,0,0,948,0,0,948,0,0,1,0,3,1,1,6,0,0,0,0,21,1,1,300,0,0,0,147,0,0,0,0,0,0,5,2007,0,5,7.649483318125612,0,0,0,1
736,1,10800,0,0,0,0,0,7,0,0,0,6,7,7,1914,1970,0,0,2,5,1,0.0,1,0,2,0,0,2,3,390,0,0,490,880,1,3,1,0,880,888,0,1768,0,0,1,1,2,1,1,6,0,2,1,1,93,1,2,320,0,0,1,0,341,0,0,0,0,0,10,2006,0,0,7.814574806166395,1,0,341,1
737,0,8544,0,0,0,0,0,11,0,0,2,1,3,4,1950,1950,0,0,9,14,1,0.0,1,0,1,3,2,4,5,0,2,0,0,0,0,1,1,1,1040,0,0,1040,0,0,2,0,2,2,1,6,0,0,0,1,74,1,2,400,0,0,0,0,0,0,0,0,0,0,7,2006,0,0,7.590404014430241,0,0,0,1
738,0,10463,0,1,3,3,0,17,0,0,0,0,8,5,2005,2005,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,893,893,0,0,0,0,901,900,0,1801,0,0,2,1,3,1,0,8,0,1,2,0,11,2,3,800,0,0,0,0,116,0,0,0,0,0,6,2006,0,0,7.96486195345765,0,0,116,2
739,0,10800,0,0,0,0,0,15,0,0,2,1,5,5,1987,1988,0,0,7,4,1,0.0,1,0,1,0,1,1,0,1200,0,0,0,1200,0,2,0,0,1200,0,0,1200,3,0,3,0,3,1,1,5,0,0,0,4,31,3,0,0,3,2,0,120,0,0,0,0,0,0,3,2009,0,4,7.851400834414496,1,0,0,1
740,0,9313,0,1,0,0,0,0,0,0,0,0,7,5,2004,2004,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,864,864,0,0,0,0,864,864,0,1728,0,0,2,1,3,1,0,7,0,0,0,0,6,0,2,572,0,0,0,187,56,0,0,0,0,0,4,2009,0,0,7.874717173170761,0,0,56,2
741,1,9600,0,0,0,0,0,7,0,0,0,0,5,7,1910,2002,0,0,2,2,1,0.0,1,1,2,4,3,0,2,0,0,0,264,264,0,0,0,0,768,664,0,1432,0,0,2,0,2,1,1,7,0,0,0,1,76,1,2,360,0,3,0,270,0,112,0,0,0,0,5,2007,0,1,7.730625600345834,1,0,112,1
742,0,6768,0,1,0,0,0,9,1,0,0,1,6,8,1961,1996,1,0,3,3,1,0.0,1,1,1,1,0,2,0,832,0,0,80,912,0,1,0,0,912,0,0,912,1,1,1,0,3,1,0,5,0,0,0,1,12,1,1,288,0,0,0,168,0,0,0,0,0,0,5,2008,0,0,7.759842120306185,1,0,0,1
743,0,8450,0,0,0,0,0,12,0,0,0,1,7,5,2000,2001,0,0,0,0,0,108.0,1,0,0,0,0,0,2,0,0,0,1349,1349,0,0,0,0,1349,0,0,1349,0,0,2,0,3,1,1,6,0,0,0,0,4,1,2,539,0,0,0,120,55,0,0,0,0,0,12,2007,0,0,7.851400834414496,1,0,55,2
744,0,12886,0,1,0,0,0,9,0,0,0,5,5,6,1963,1999,0,0,3,3,1,0.0,1,0,1,0,0,3,1,444,0,0,76,520,0,0,0,0,1464,0,0,1464,0,1,2,0,3,1,1,6,3,1,1,0,34,0,2,480,0,0,0,302,0,0,0,100,0,0,10,2009,0,0,7.842536963831267,1,0,100,1
745,0,5395,0,1,3,0,0,18,0,0,3,1,8,5,1993,1993,0,0,3,3,1,0.0,0,0,0,0,0,0,0,733,0,0,604,1337,0,1,0,0,1337,0,0,1337,1,0,2,0,2,1,0,5,0,1,1,0,5,0,2,462,0,0,0,96,0,70,168,0,0,0,10,2008,0,0,7.853583468851493,0,1,238,3
746,0,8963,0,1,0,0,0,6,0,0,0,0,8,9,1976,1996,1,0,0,0,0,289.0,2,1,1,1,1,0,0,575,3,80,487,1142,0,0,0,0,1175,1540,0,2715,0,1,3,1,4,1,0,11,0,2,1,2,75,2,2,831,0,0,0,0,204,0,0,0,0,0,7,2008,0,0,8.049514728942066,1,0,204,2
747,0,8795,0,1,0,0,0,17,0,0,0,0,7,5,2000,2000,0,0,0,0,1,0.0,0,0,0,0,0,0,0,300,0,0,652,952,0,0,0,0,980,1276,0,2256,0,0,2,1,4,1,0,8,0,1,1,2,4,2,2,554,0,0,0,224,54,0,0,0,0,0,4,2009,0,0,7.958579174401028,0,0,54,2
748,1,11700,0,1,0,2,0,7,0,0,0,0,7,7,1880,2003,3,0,9,8,1,0.0,0,0,5,1,3,0,2,0,0,0,1240,1240,1,2,1,0,1320,1320,0,2640,0,0,1,1,4,1,0,8,0,1,2,1,50,1,4,864,0,0,1,181,0,386,0,0,0,0,5,2009,0,0,8.004236213509147,1,0,386,1
749,0,10593,0,1,0,0,0,3,0,0,0,1,7,5,1996,1996,1,0,0,0,0,338.0,0,0,0,0,0,0,0,919,0,0,801,1720,0,0,0,0,1720,0,0,1720,1,0,2,0,3,1,0,7,0,1,1,0,72,2,2,527,0,0,0,240,56,154,0,0,0,0,3,2010,0,0,7.996173582348706,0,0,210,3
750,0,8405,0,0,0,0,0,15,0,0,0,2,4,3,1945,1950,0,0,5,2,1,0.0,1,0,4,3,2,4,5,0,2,0,0,0,3,2,1,1,1088,441,0,1529,0,0,2,0,4,1,1,9,4,0,0,1,42,1,1,240,0,0,1,92,0,185,0,0,0,0,4,2009,0,0,7.609739139718729,1,0,185,1
751,1,8800,0,0,0,2,0,7,0,0,0,2,4,7,1910,2004,0,0,2,5,1,0.0,1,0,2,1,3,0,2,0,0,0,576,576,0,1,0,0,792,348,0,1140,0,0,1,0,3,1,1,7,3,0,0,4,31,3,0,0,3,2,1,0,160,0,0,0,0,0,6,2010,0,0,7.6034023080555535,1,0,160,1
752,0,7750,0,0,0,0,0,17,6,0,0,0,7,5,2003,2003,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,660,660,0,0,0,0,660,660,0,1320,0,0,2,1,3,1,0,6,0,0,0,0,0,2,2,400,0,0,0,0,48,0,0,0,0,0,8,2007,0,0,7.812145180869801,0,0,48,2
753,0,9236,0,1,0,0,0,0,0,0,0,1,6,5,1997,1997,0,0,0,0,1,0.0,1,1,0,0,0,1,0,1200,0,0,279,1479,0,0,0,0,1494,0,0,1494,1,0,2,0,3,1,0,6,0,0,0,0,34,0,2,576,0,0,0,168,27,0,0,0,0,0,7,2006,0,0,7.926279990758392,0,0,27,2
754,0,10240,0,0,0,0,0,10,0,0,0,0,8,5,2005,2005,0,0,0,0,0,178.0,0,0,0,0,0,2,2,0,0,0,1030,1030,0,1,0,0,1038,1060,0,2098,0,0,2,1,3,1,2,8,0,1,2,0,11,0,3,878,0,0,0,192,52,0,0,0,0,0,3,2006,0,0,8.017583729206947,0,0,52,3
755,0,7930,0,0,0,0,0,11,0,0,0,1,6,8,1969,2005,0,0,7,4,1,0.0,1,0,1,1,0,0,0,439,5,472,115,1026,0,1,0,0,1026,0,0,1026,1,0,1,0,3,1,0,5,0,0,0,1,56,0,2,440,0,0,0,171,48,0,0,0,0,0,7,2009,0,0,7.797219457691106,1,0,48,1
756,3,3230,0,0,0,0,0,5,0,0,3,0,6,5,1999,1999,0,0,1,1,0,894.0,1,0,0,0,0,0,0,381,0,0,348,729,0,1,0,0,742,729,0,1471,0,0,2,1,3,1,1,6,0,0,0,1,39,1,2,440,0,0,0,0,24,0,0,0,0,0,3,2009,0,0,7.836885473721466,0,1,24,2
757,0,10769,0,1,0,0,0,0,0,0,0,0,8,5,2007,2007,0,0,0,0,1,0.0,0,0,0,0,0,3,0,20,0,0,846,866,0,0,0,0,866,902,0,1768,0,0,2,1,3,1,0,7,0,0,0,0,22,0,2,578,0,0,0,144,105,0,0,0,0,0,4,2009,0,0,7.917272232044159,0,0,105,2
758,0,11616,0,1,0,3,0,9,0,0,0,0,6,5,1978,1978,1,0,3,3,3,328.0,1,0,1,1,0,2,3,438,0,0,234,672,0,2,0,0,672,714,0,1386,0,0,2,1,3,1,1,6,0,1,1,0,77,2,2,440,0,0,0,335,0,0,0,0,0,0,4,2010,0,1,7.804509367824321,0,0,0,1
759,3,2280,0,0,0,0,0,5,0,0,4,0,7,5,1999,1999,0,0,1,1,0,360.0,1,0,0,0,0,0,1,549,0,0,195,744,0,1,0,0,757,744,0,1501,0,0,2,1,3,1,1,6,0,0,0,1,39,1,2,440,0,0,0,0,0,0,0,0,0,0,8,2008,0,0,7.852275460959347,0,1,0,2
760,0,12257,0,1,0,0,0,3,0,0,0,0,8,5,1995,1995,0,0,0,0,0,513.0,0,0,0,0,0,3,6,56,3,64,1198,1318,0,0,0,0,1328,1203,0,2531,0,0,2,1,4,1,0,9,0,1,1,0,28,0,3,752,0,0,0,222,98,0,0,0,0,0,11,2007,0,0,8.036985046935078,0,0,98,3
761,0,9100,0,0,0,0,0,11,0,0,0,1,6,6,1959,1959,1,0,2,5,1,0.0,1,0,1,1,0,0,3,612,0,0,252,864,0,0,0,0,864,0,0,864,0,0,1,0,2,1,1,5,0,0,0,1,23,1,1,300,4,5,0,0,0,0,0,0,0,450,10,2009,0,0,7.716690311835299,0,0,0,1
762,1,6911,0,0,0,1,0,8,1,0,0,1,5,5,1924,1950,0,0,2,5,1,0.0,1,0,0,1,0,2,6,405,0,0,740,1145,0,2,0,0,1301,0,0,1301,0,0,1,0,2,1,3,5,1,0,0,1,10,1,2,440,0,0,0,0,0,0,0,0,0,0,10,2009,0,0,7.618027569830114,1,0,0,1
763,3,8640,0,0,0,0,0,5,0,0,0,0,7,5,2009,2009,0,0,0,0,1,0.0,1,0,0,0,0,2,0,24,0,0,732,756,0,0,0,0,764,783,0,1547,0,0,2,1,3,1,0,7,0,0,0,0,49,1,2,614,0,0,0,169,45,0,0,0,0,0,6,2010,7,0,7.923063201645528,0,0,45,2
764,0,9430,0,0,0,0,0,3,0,0,0,0,8,5,1999,1999,0,0,0,0,0,673.0,0,0,0,0,0,2,0,1163,0,0,89,1252,0,0,0,0,1268,1097,0,2365,1,0,2,1,3,1,0,8,0,1,2,0,39,0,3,856,0,0,0,0,128,0,0,180,0,0,7,2009,0,0,8.093356540161642,0,0,308,3
765,0,9549,0,1,0,3,0,1,0,0,3,1,8,5,1995,1996,1,0,4,7,1,0.0,0,1,0,0,1,3,6,437,6,1057,0,1494,0,0,0,0,1494,0,0,1494,1,0,1,1,2,1,2,6,0,1,2,0,28,2,2,481,0,0,0,0,30,0,0,216,0,0,4,2006,0,0,8.009935076789525,1,1,246,2
766,0,14587,0,1,0,0,0,5,0,0,0,1,9,5,2008,2008,0,0,0,0,2,284.0,0,0,0,0,0,0,2,0,0,0,1498,1498,0,0,0,0,1506,0,0,1506,0,0,2,0,2,1,2,6,0,1,2,0,23,2,2,592,0,0,0,0,174,0,0,0,0,0,8,2008,1,2,8.001587315863198,0,0,174,2
767,0,10421,0,0,0,0,0,6,0,0,0,0,7,5,1988,1988,0,0,3,3,0,42.0,1,0,1,0,0,0,0,394,0,0,586,980,0,2,0,0,980,734,0,1714,0,0,2,1,3,1,1,7,0,1,1,0,65,1,2,496,0,0,0,228,66,156,0,0,0,500,3,2010,0,0,7.887821087497188,0,0,222,2
768,0,12508,0,1,0,0,0,4,0,0,0,2,6,7,1940,1985,0,0,0,0,1,0.0,1,0,1,0,0,2,1,660,0,0,323,983,0,0,0,0,983,767,0,1750,1,0,2,0,4,1,1,7,4,0,0,0,44,1,1,423,0,0,0,245,0,156,0,0,0,1300,7,2008,0,0,7.807237080298769,1,0,156,1
769,0,9100,0,0,0,0,0,0,0,0,0,1,7,5,2004,2005,1,0,0,0,1,0.0,0,0,0,0,0,0,0,24,0,0,1836,1860,0,0,0,0,1836,0,0,1836,0,0,2,0,3,1,0,8,0,1,2,0,6,2,2,484,0,0,0,120,33,0,0,0,0,0,10,2006,0,0,7.925989878614705,1,0,33,2
770,0,53504,0,2,3,3,1,18,0,0,0,0,8,5,2003,2003,1,0,6,2,0,603.0,2,0,0,0,0,1,1,1416,0,0,234,1650,0,0,0,0,1690,1589,0,3279,1,0,3,1,4,1,2,12,4,1,2,2,0,2,3,841,0,0,0,503,36,0,0,210,0,0,6,2010,0,0,8.264771527289467,0,0,246,3
771,0,7252,0,1,0,3,0,9,0,0,0,4,5,5,1982,1982,1,0,2,5,1,0.0,1,0,1,0,0,3,0,685,0,0,173,858,0,2,0,0,858,0,0,858,1,0,1,0,2,1,1,5,0,0,0,1,32,1,2,576,0,0,0,120,0,0,0,0,0,0,4,2009,0,0,7.739337539106883,0,0,0,1
772,0,8877,0,0,0,0,0,15,0,0,0,1,4,5,1951,1951,0,0,2,5,1,0.0,1,0,1,4,3,0,6,836,0,0,0,836,0,2,0,1,1220,0,0,1220,0,0,1,0,2,1,1,6,0,0,0,1,55,1,2,396,0,0,0,0,0,0,0,0,0,0,4,2006,2,0,7.626139284401902,0,0,0,1
773,0,7819,0,0,0,0,0,15,0,0,0,5,6,5,1976,1976,0,0,7,4,1,0.0,1,0,1,1,0,3,1,422,1,127,480,1029,0,2,0,0,1117,0,0,1117,1,0,1,0,3,1,1,6,0,1,1,1,1,1,2,672,0,0,0,144,0,0,0,0,0,0,3,2010,0,1,7.645691171212694,0,0,0,1
774,0,10150,0,0,0,0,0,11,1,0,0,1,5,5,1958,1958,0,0,2,5,1,1.0,1,0,1,1,0,0,3,456,0,0,456,912,0,0,0,2,912,0,0,912,0,0,1,0,2,1,1,5,0,0,0,0,18,0,1,275,0,0,0,0,0,0,0,0,0,0,7,2007,2,0,7.6732456108473,0,0,0,1
775,0,14226,0,0,0,2,0,10,0,0,0,1,8,5,2006,2006,1,0,0,0,0,375.0,0,0,0,0,0,3,2,0,0,0,1935,1935,0,1,0,0,1973,0,0,1973,0,0,2,0,3,1,0,9,0,1,2,0,13,2,3,895,0,0,0,315,45,0,0,0,0,0,7,2007,1,2,8.152247023213455,0,0,45,3
776,1,4500,0,0,0,1,0,4,0,0,3,1,6,5,1998,1998,1,0,0,0,0,320.0,1,0,0,2,0,0,0,866,0,0,338,1204,0,0,0,0,1204,0,0,1204,1,0,2,0,2,1,1,5,0,0,0,0,3,2,2,412,0,0,0,0,247,0,0,0,0,0,6,2009,0,0,7.812145180869801,0,1,247,1
777,0,11210,0,1,0,0,0,0,0,0,0,1,7,5,2005,2006,0,0,0,0,0,240.0,0,0,0,0,0,3,0,20,0,0,1594,1614,0,0,0,0,1614,0,0,1614,0,0,2,0,3,1,0,7,0,0,0,0,11,0,3,865,0,0,0,144,59,0,0,0,0,0,7,2006,1,2,7.934197803429904,1,0,59,2
778,0,13350,0,1,0,0,0,9,0,0,0,1,5,5,1974,1974,1,0,3,4,1,0.0,1,0,1,1,0,0,1,762,0,0,102,864,0,2,0,0,894,0,0,894,1,0,1,0,3,1,1,5,0,1,3,0,48,1,2,440,0,0,0,241,0,0,0,0,0,0,6,2006,0,0,7.761244244134188,0,0,0,1
779,4,8400,0,0,0,0,0,12,1,0,2,1,5,5,1977,1977,0,0,7,4,0,320.0,1,0,4,3,2,4,5,0,2,0,0,0,0,2,0,0,2020,0,0,2020,0,0,2,0,4,2,1,10,0,2,1,1,33,1,2,630,0,0,0,0,0,0,0,0,0,0,10,2007,0,0,7.7654190238326,0,0,0,2
780,0,10530,0,0,0,0,0,4,0,0,2,4,6,5,1977,1977,0,0,7,11,0,90.0,1,0,1,0,0,1,0,975,0,0,0,975,0,2,0,0,1004,0,0,1004,1,0,1,0,2,1,1,4,0,0,0,0,33,1,2,504,0,0,0,0,0,0,0,0,0,0,5,2006,0,0,7.739634341505323,0,0,0,1
781,0,7875,0,0,0,0,0,17,0,0,0,1,7,5,1995,1996,0,0,3,3,0,38.0,1,0,0,0,1,0,2,0,0,0,1237,1237,0,1,0,0,1253,0,0,1253,0,0,2,0,3,1,1,6,0,1,1,0,28,2,2,402,0,0,0,220,21,0,0,0,0,0,6,2007,0,0,7.844773245352421,1,0,21,2
782,0,7153,0,0,0,0,0,12,0,0,0,0,6,5,1992,1992,0,0,0,0,1,0.0,0,1,0,0,0,0,1,387,0,0,374,761,0,0,0,0,810,793,0,1603,0,0,2,1,3,1,0,7,0,0,0,0,79,0,2,484,0,0,0,0,124,0,0,0,0,0,7,2006,0,0,7.8445502340465865,0,0,124,2
783,0,16285,0,2,0,0,0,0,0,0,0,1,7,5,2001,2002,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,1413,1413,0,0,0,0,1430,0,0,1430,0,0,2,0,3,1,0,6,0,0,0,0,2,0,2,605,0,0,0,0,33,0,0,0,0,0,6,2009,0,0,7.868714141525129,1,0,33,2
784,0,9101,0,1,0,2,0,4,0,0,0,4,5,6,1978,1978,0,0,7,4,0,104.0,1,1,0,0,0,3,0,1097,0,0,0,1097,0,0,0,0,1110,0,0,1110,1,0,1,0,1,1,0,4,0,1,1,0,77,2,2,602,0,0,0,303,30,0,0,0,0,0,7,2009,0,0,7.820579278150487,0,0,30,1
785,1,6300,0,0,0,0,0,7,0,0,0,6,6,6,1914,2001,0,0,2,2,1,0.0,1,0,1,1,0,0,2,0,0,0,742,742,0,0,0,0,742,742,0,1484,0,0,2,0,3,1,1,9,0,1,2,4,31,3,0,0,3,2,0,0,291,134,0,0,0,0,6,2008,0,0,7.718264636704151,1,0,425,1
786,0,9790,0,0,0,0,0,6,1,0,0,1,6,5,1967,1967,0,0,4,5,1,0.0,1,0,1,1,0,0,3,251,5,630,491,1372,0,2,0,0,1342,0,0,1342,0,0,2,0,3,1,1,7,0,1,2,0,17,1,2,457,0,0,0,0,0,0,0,197,0,0,9,2009,0,0,7.810924301239121,0,0,197,2
787,1,10800,0,0,0,0,0,7,3,0,0,2,5,6,1915,1950,0,0,1,1,1,0.0,1,1,0,4,0,0,6,686,0,0,0,686,0,2,0,0,966,686,0,1652,1,0,2,0,4,1,1,7,0,0,0,1,51,1,1,416,0,0,0,0,0,196,0,0,0,1200,6,2010,0,0,7.751316069131163,1,0,196,1
788,0,10142,0,1,0,0,0,12,0,0,0,0,7,5,2004,2004,0,0,0,0,1,0.0,0,0,0,0,0,0,0,656,0,0,300,956,0,0,0,0,956,1128,0,2084,1,0,2,1,4,1,0,8,0,0,0,2,6,0,2,618,0,0,0,0,45,0,0,0,0,0,1,2010,0,0,7.953669662304793,0,0,45,2
789,1,6000,0,0,0,2,0,7,0,0,0,1,4,7,1954,2000,0,0,1,1,1,0.0,1,0,1,1,0,0,2,0,0,0,901,901,0,0,0,0,901,0,0,901,0,0,1,0,2,1,1,4,0,0,0,1,29,1,1,281,1,0,0,0,0,0,0,0,0,0,8,2008,0,0,7.649105809409587,1,0,0,1
790,0,12205,0,1,2,0,0,19,0,0,0,0,6,8,1966,2007,0,0,3,3,0,157.0,1,0,1,1,3,1,6,568,0,0,264,832,0,1,0,0,976,1111,0,2087,0,0,2,1,5,1,0,9,0,0,0,0,26,2,2,444,0,0,0,133,168,0,0,0,0,0,7,2007,0,0,7.8695480833168014,1,0,168,2
791,0,3182,0,0,0,0,0,21,0,0,3,1,7,5,2005,2006,0,0,0,0,0,11.0,0,0,0,0,0,0,0,16,0,0,1129,1145,0,0,0,0,1145,0,0,1145,0,0,2,0,2,1,0,5,0,1,2,0,11,2,2,397,0,0,0,100,16,0,0,0,0,0,9,2009,0,0,7.807730856755136,1,1,16,2
